Eigvals	44
0.5580561825087669	0.36949905214844575	0.2413254603688865	0.07105626287784046	0.04889048634444086	0.037033189797535976	0.031213032711477802	0.027004922367441758	0.021505921270414334	0.01658825442198536	0.013483933819790747	0.01164615455095387	0.00996544386121779	0.007716758950885505	0.006822272263886105	0.006276685529766466	0.005770514984856803	0.005132591605788812	0.004737832720446681	0.004442520435058521	0.0036971614101468982	0.002797096299785938	0.0020261856897328383	0.0016930139166424513	0.0014932290491871218	0.0010495530367329187	0.0008388536306040938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Proportion explained	44
0.3691427442696393	0.24441606130394414	0.15963185337760388	0.04700226374762699	0.03234005618705013	0.02449669717744965	0.020646782372869647	0.01786320349806251	0.014225726807861033	0.010972790826268567	0.008919346276948667	0.007703692900239346	0.006591937174241725	0.005104478124749433	0.004512793486713138	0.004151899027369218	0.0038170775705466758	0.0033951043102124078	0.0031339793861860908	0.002938636352883146	0.0024455966114630317	0.0018502219605339004	0.0013402803684485686	0.0011198940588141712	0.0009877404575325513	0.000694257854996592	0.0005548845097453621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Species	0	0

Site	44	44
DTL	0.17862564168296552	-0.24786082377374066	-0.011184552094075479	0.0030666482167661557	-0.00446718933748634	-0.01966275754303845	0.015389609953975139	0.019923440752048927	0.0021475365506725005	-0.007297767366624188	0.0035779803390210045	0.006484005765104213	0.023391451092064676	0.013008003715411859	-0.014262077500572895	0.0036071530467702445	0.02820411526888174	-0.01260857052580765	-0.008721742467666197	0.008675515834349917	0.02240142308242249	0.02385754836977311	0.0028185009108413353	0.0002949494329247553	-0.002507715235861139	-0.0013833896925508698	-0.002848875508714774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTM	0.18176785489966726	-0.2547541159291837	-0.01445902746583169	-0.001453247782957472	-0.0050113257749425785	-0.007233760245210592	0.01778975827627651	0.0026304094193533617	-0.005923272419814785	-0.00700271795627307	0.005662290398860023	-0.00021225643695590464	-0.0023055188219428275	-0.003894377251910821	0.013921647116902696	0.009525332984355019	0.01236948490428995	-0.007308843259778951	-0.018288670206265827	-0.010849071728236424	0.0016406825044167376	-0.0343579541774168	-0.010098666416850883	-0.0024461342398157293	0.0010202662435365613	0.00466611725008736	-9.027567779942309e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTS	0.14854361614231196	-0.223399653641902	-0.035821034085621276	-0.0022232308165869843	0.0013416700119210116	0.012860515830801365	-0.021328399912634147	-0.025917828430742584	0.01691617415241061	0.018447519156734277	-0.013294233013809855	-0.0011718004924931823	-0.037890680738187944	-0.025733289526523005	0.024460986932306077	-0.011476513091038953	-0.02555734631777652	-0.010585975002255202	-0.010309054587480493	-0.008926637343317539	-0.002394249342046525	0.014743088472258453	0.006399216434638765	0.002211876632829644	-0.0005299224103480551	-0.005400070514183304	0.002885405490264689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTT	0.18342014856535996	-0.2646171963403022	-0.015458795477552963	0.003270492017993553	-0.004869702254191115	-0.01261736084473422	0.01759330738533034	-0.003264983987294996	-0.013174611788180806	-0.0027000025722302427	0.0008861204945478632	-0.010241984542094008	0.013217303887304814	0.01258889683019269	-0.01645243959012298	-0.001290732380710197	-0.019525018415454065	0.025731205801345372	0.03385820288304826	0.010459742890470166	-0.021710290956207273	-0.00037726391269472304	0.0015150424256202102	-0.0004730903958486643	0.002229529629434025	0.00020154485062923522	0.000767189494146642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TN1	0.05004346207069918	0.0508346539486894	-0.00527158753122649	-0.002444897131070518	0.013213673924057388	-0.00915790024900266	0.0004931108817735417	-0.010161868603187392	0.007464461924988683	-0.03798986891326585	-0.035060562931593965	0.02250737873354293	0.005543528110932349	-0.01192315554470034	-0.012283406992780384	0.002825278747715796	-0.008671317809423843	-0.01838607155869513	0.01798003410218538	-0.006999209978251013	0.010078676179603566	-0.007044478304904754	0.0004029238032476695	0.0032033011591736773	0.010678724184405117	0.0007991590008797612	-0.011649633405990512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TN10	-0.09183534805200796	-0.028531154244735128	-0.004447456258070216	0.01164380900524211	-0.016084727630569645	0.06281973751509022	0.013386146307378064	-0.018919584494285484	-0.003219916453360597	0.028031738593329737	-0.025112031756368124	0.022025862681820545	0.03776007808034133	0.0028779648132418825	0.0017544321206965597	0.01273171378352054	0.002438937039519395	0.010132561410285094	-0.0010026956823956043	-0.02268869357945662	-0.0015030389700398919	0.0047335452401628154	-0.011042628441811884	0.0010721905119317728	-0.009699136874504069	-0.0010074424915755022	0.004636062986035616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TN11	-0.14784066983375055	0.016989221963460213	-0.17703894127433129	0.015631118103661728	-0.003203445867879853	-0.015781965574987355	0.04076562716499478	-0.013836074529618006	0.0341912311190485	-0.004049219482031987	0.01912840496221983	-0.004972915191206468	0.028147224786599846	0.012276282822269082	0.00485924327152267	-0.012135006610465087	-0.01208582671867699	-0.017356282468988363	-0.004896392255048764	0.0039814250484197546	-0.005009871573695657	-0.004802500973115307	-0.000320677389263879	-0.0030051799109123557	-0.00032100165376437273	-0.00040991636712932344	-0.0011779437040895803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TN12	-0.2588948285356945	-0.07701019225406697	-0.21486536962889582	-0.004598404220355679	-0.004666263001915034	0.032971639103301004	0.006656678373631986	0.057655998492083076	0.021181668883371387	-0.0039616872104372355	-0.029210102067976085	0.021240902911775314	-0.020957538133539802	-0.003181352457333222	-0.005507547308212541	-0.016222193149878703	0.015287154794896809	0.0033952150063268614	-0.0021549170235163244	0.004607944749349508	-0.012446608264449292	0.0008478372563188279	-0.00015538812579598803	-0.0014420625806581145	-0.0008745069979478168	-0.001800115102372751	-7.652209327596277e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TN13	0.15676903407617002	0.1159306783678774	-0.06075318190577582	-0.0358614451121183	-0.05283112000545632	0.03197286151623974	0.0007942896457246323	-0.01390484035303819	-0.0028138170297115294	0.012752753842169012	0.024647133552403947	-0.011388818903537006	-0.014220329037019168	0.000880227654080552	0.007314839261450899	-0.00653210009276365	0.018256150101319635	0.0004724297418052437	0.016538658104605412	-0.00706799585919577	0.0005099845984632123	0.0025968565598663593	-0.002698670484755996	0.0024784262615290156	0.005873409852428313	0.007348998317306385	0.0046055692692573945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TN14	0.13737980767757493	0.11279312467872098	-0.03577542296022935	-0.04230605540777298	-0.023496775573521995	0.013064647076628098	0.03699997615257854	0.04022022156956075	-0.027903708464038862	-0.011973097000323837	0.02414713239590499	0.02800690600611836	-0.00198231720085484	0.005630719741467735	0.00912058901193039	-0.0015289717829321467	0.01049124705147692	-0.005982952824563706	0.0019432595296559128	0.00036528126979143866	-0.010847567144490113	0.0035322733326752197	0.0020278876999721292	0.006341555942556073	0.0034759840268121078	-0.007331335646686966	0.0029552931439907905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
