	DTL	DTM	DTS	DTT	TN1	TN10	TN11	TN12	TN13	TN14	TN15	TN16	TN17	TN18	TN2	TN20	TN23	TN24	TN3	TN4	TN5	TN7	TN8	TN9	WA1	WA10	WA11	WA13	WA14	WA15	WA17	WA18	WA19	WA2	WA21	WA22	WA24	WA3	WA4	WA5	WA6	WA7	WA8	WA9
TN23	0.9005511899196645	0.9242432360203022	0.9416767171563323	0.8877955042421872	0.7417183673029526	0.6555096824953615	0.647699882652732	0.7056115763815766	0.7400788911942134	0.642451646614361	0.6391629082726284	0.3875521322402989	0.6686452479666114	0.5214658859349998	0.6395383930872579	0.5243949693731444	0.0	0.7901413462344858	0.7748333629684916	0.7605698047993943	0.6665722600559899	0.7578275500543923	0.5751386597739965	0.7314610633511673	0.6744363454929684	0.6578240218846431	0.7546852245971811	0.5404567761699488	0.767745639724693	0.7680883608311659	0.6818620135385203	0.5936204694543035	0.7004785774164498	0.8285168050587949	0.7624963890744925	0.6392567607685479	0.6756710778370609	0.572542309468477	0.6284819715442145	0.46326275273289796	0.5752934143352131	0.5860012793864199	0.752486482682402	0.6275902713906364
TN24	0.9166813698421241	0.9289253977058265	0.9192432189785946	0.9279107652839602	0.5421703320152413	0.7312523595809451	0.7377366841583903	0.7870565920992116	0.7011640382142605	0.4461665528183619	0.5834495668583276	0.7321184125619452	0.7486806802289712	0.6540600377170794	0.7793898952487464	0.6663226276662708	0.7901413462344858	0.0	0.5971311852261453	0.6260397857274548	0.4612137719911802	0.5308484772373203	0.45515950585587883	0.5436613438495252	0.5207847126099955	0.6641349609949846	0.7647290743798473	0.7096758016056628	0.6398981593408147	0.7634425903524242	0.7738165895137001	0.6063162646837905	0.6680768586273281	0.49336835944760127	0.6476890351987763	0.7705902049576873	0.6007689568902116	0.7007115866866709	0.7034003636734099	0.546837529291814	0.7401204607699056	0.7275258798806461	0.789281212147281	0.7888497603488323
TN3	0.9130643662673332	0.9269964098278187	0.9146100151569179	0.92878939016826	0.46452088082041554	0.8662802314671157	0.8316181399015249	0.8912915621163638	0.7797589010531137	0.7173840287891687	0.8050949039842404	0.8383582113206693	0.8728809324599176	0.7623209073973491	0.8783159983571501	0.8428910839569594	0.7748333629684916	0.5971311852261453	0.0	0.5557675718039929	0.754933482849612	0.4311936231661827	0.7552157122026332	0.47539609417982026	0.7615095415012444	0.6224344486222424	0.7331866508290601	0.8510942027022135	0.8360989119529709	0.7761195793750748	0.7484179889652346	0.7942967691390335	0.8326833187201613	0.6910014386430415	0.5812984326868387	0.7537907932976583	0.7057323992318969	0.6528527665017338	0.8424673129857871	0.7786486841566269	0.7162691897910862	0.8303342088414762	0.7583463201465602	0.8020714745785736
TN4	0.9176939530838876	0.9309383013690503	0.9227590294165259	0.9288828670822102	0.4840503123518728	0.8599944156802674	0.8658732586982291	0.8867858706519199	0.6448191441950972	0.7075106430240208	0.6612294948801188	0.8280435643840449	0.7969159341627278	0.748979333396855	0.8795246704952068	0.8329079114997887	0.7605698047993943	0.6260397857274548	0.5557675718039929	0.0	0.7332099658947376	0.44848511360069127	0.7370081013258808	0.4792709892040813	0.7642389462716173	0.6559413972773936	0.5962773698106727	0.8521783216843848	0.8302673290276075	0.8592807340187577	0.7693972983688531	0.8069192308594748	0.7275740186170048	0.49947816591107713	0.18796685416847025	0.7616141040158563	0.7179097029862237	0.6587117954822632	0.7685736535296693	0.7853290292143819	0.7320668010641673	0.8170939075997041	0.6298602900367375	0.6333345703978247
TN5	0.9216628592687617	0.933585451981644	0.9309851030618834	0.9312500949852098	0.7228708992883506	0.6356161765503745	0.6374885277346306	0.6957213249668974	0.6283281528363625	0.3752336206267344	0.4665895994800865	0.5933978111736082	0.6570475413543697	0.7044383712487307	0.7108553900937925	0.5269914861172403	0.6665722600559899	0.4612137719911802	0.754933482849612	0.7332099658947376	0.0	0.7103706664465091	0.2943412801639595	0.7164622359631928	0.45248987855120254	0.6402415503908826	0.8189734184910921	0.6056023597051463	0.5996987352909988	0.7190601188347573	0.7399013015528044	0.5383070448621299	0.5517504687929161	0.5959456581982169	0.7334412908986121	0.6942973644097219	0.5238268363242642	0.5444535756555119	0.6401138900169654	0.4322465187038905	0.6463941581240508	0.5831727724309365	0.8341535015722471	0.6769933969477365
TN7	0.9054327263500687	0.9212737153256273	0.9094737152408462	0.925534615058927	0.3263015631650357	0.8588326084912624	0.865241988795879	0.888686389044145	0.7648204518140397	0.7048182996762532	0.793101894055724	0.8289035787565884	0.8660032770518198	0.7463166689992062	0.8811473130206646	0.8328546290271805	0.7578275500543923	0.5308484772373203	0.4311936231661827	0.44848511360069127	0.7103706664465091	0.0	0.7167162630887559	0.3754227657047965	0.7186952829597807	0.5560961895155585	0.7222221974335915	0.8423023873038544	0.8249625000106237	0.8430110275897241	0.7012111005946534	0.7725223727429454	0.8265125372781382	0.6229767484963785	0.5218604982140725	0.7180564667883413	0.6526454128734266	0.5941027147502278	0.8293342545833207	0.745307515399356	0.6787473908687716	0.8121911294556973	0.7420820265085414	0.7769081067767446
TN8	0.9192000666923347	0.9317051094014969	0.9299135084274851	0.9299061973304916	0.7251968661060361	0.6515550785419721	0.6557955426722387	0.7092616570807668	0.6278110650327398	0.37544090521713674	0.45138554217812005	0.532099553540352	0.6785974426235418	0.7095414539179471	0.661312382259929	0.5537493740376962	0.5751386597739965	0.45515950585587883	0.7552157122026332	0.7370081013258808	0.2943412801639595	0.7167162630887559	0.0	0.7183447553068875	0.45258589877633776	0.6278633696553986	0.8210361576932146	0.5429633695484787	0.5970706530943807	0.6330997382723961	0.7452114200465885	0.45133626627984824	0.47690383715446893	0.6285281395239938	0.7428450961325032	0.7041965023200172	0.5364270878752792	0.5613570820039528	0.6457101800798362	0.45983515501496053	0.6534238531208141	0.5053556176037012	0.8351376907084561	0.6762276732819483
TN9	0.9208893071605658	0.9343309322047989	0.9254840845827484	0.9379702601648503	0.3230801441762731	0.8605522371624446	0.8653337657102493	0.8942179921890073	0.7737271871253527	0.7094034037590967	0.7808549080772806	0.8201592371599262	0.8734003458606929	0.7285205105096855	0.886029115875061	0.8324572208884161	0.7314610633511673	0.5436613438495252	0.47539609417982026	0.4792709892040813	0.7164622359631928	0.3754227657047965	0.7183447553068875	0.0	0.7643991392898687	0.5850037678798116	0.7292138837425817	0.8534896359033184	0.8234369804161579	0.8527593674343393	0.7567994222802944	0.8046637508887384	0.8292002093173106	0.6596600664778564	0.44264359387108787	0.7580427245669703	0.7147865192280828	0.5538188142783431	0.8550289986903734	0.7744456135916263	0.7145358147485334	0.8203671439521836	0.7673006170111057	0.7710380757766607
WA1	0.8854028643971898	0.8777348026476337	0.9158654231094747	0.9012134707712485	0.7496403710612041	0.6664968118956889	0.6793514811413721	0.7097844123413032	0.6532334220182945	0.42650135408265366	0.5090334432176851	0.6451162188071625	0.6654534998764903	0.6963903926026175	0.6977354022295562	0.5916496968732191	0.6744363454929684	0.5207847126099955	0.7615095415012444	0.7642389462716173	0.45248987855120254	0.7186952829597807	0.45258589877633776	0.7643991392898687	0.0	0.6105641322121561	0.7718073749047998	0.62355902838821	0.6164681520266835	0.7348018350050879	0.6537231435619815	0.500297771354189	0.6266480117530493	0.6302877389521347	0.7815225089485683	0.632707330324462	0.5213283180418911	0.5993713306396035	0.59590674118381	0.4165913970664006	0.5662875627849119	0.6032792776180828	0.7331174473501092	0.6438453937356531
WA10	0.9017659587849831	0.9187138550574402	0.9124608159415261	0.9209574835296741	0.5916676289778828	0.8095320341521531	0.7826049308096704	0.8153450898903262	0.7034971816367229	0.6386796751378649	0.7149869451004206	0.7559103062642439	0.8221375321544047	0.7719902248372881	0.8417360858879515	0.7183984596906704	0.6578240218846431	0.6641349609949846	0.6224344486222424	0.6559413972773936	0.6402415503908826	0.5560961895155585	0.6278633696553986	0.5850037678798116	0.6105641322121561	0.0	0.742670337206991	0.7328376646779227	0.7110281746206624	0.771575868641581	0.5619776098125109	0.6861870203636099	0.7500006227260279	0.6778449649812363	0.6649723207718081	0.5280245155030971	0.5537709286772751	0.37860071504931675	0.7494096086254245	0.6318575659433889	0.5288184059220178	0.7017860327036067	0.771433988824216	0.6386337755213647
WA11	0.8942173021319499	0.916992682325256	0.9329588693631051	0.9096404289716198	0.7197317537859632	0.857897147782815	0.8585900468417818	0.8776292521967216	0.7496102355654313	0.7765822388221834	0.6811482993281746	0.8124922960070161	0.8028848099305274	0.7452689374489603	0.8741632975314613	0.8287645460022217	0.7546852245971811	0.7647290743798473	0.7331866508290601	0.5962773698106727	0.8189734184910921	0.7222221974335915	0.8210361576932146	0.7292138837425817	0.7718073749047998	0.742670337206991	0.0	0.8366793311184479	0.8446635435813726	0.8641425030924805	0.7509253489313178	0.7896571290424945	0.7926199631506553	0.6661809759793047	0.5887463804562739	0.7249563555791548	0.7881413404976706	0.7580507521280128	0.765358492102253	0.7675772980433384	0.7226524175595851	0.8068062081790346	0.6103592330113178	0.6391857903029543
WA13	0.9105013738168186	0.9282167310325155	0.9413273883785472	0.8889139406145745	0.8468942857584897	0.45129877344899083	0.4912768070656615	0.6108729645520526	0.7311184002439555	0.6263041135137127	0.6004324888572652	0.5010510009982975	0.5580950899503071	0.646682131620287	0.5697144909018635	0.44829287239713783	0.5404567761699488	0.7096758016056628	0.8510942027022135	0.8521783216843848	0.6056023597051463	0.8423023873038544	0.5429633695484787	0.8534896359033184	0.62355902838821	0.7328376646779227	0.8366793311184479	0.0	0.6733857241622142	0.7273251887153545	0.7556413781108123	0.5677747563911041	0.6326058149778667	0.7565794417951063	0.8623097171435041	0.699781149492912	0.7048373348631743	0.7643299809255893	0.4994116731698717	0.4386890260036188	0.7110332589253225	0.601569629645716	0.8326399241743873	0.7572134418331797
WA14	0.930596554617083	0.9393118640573476	0.9452715590922057	0.9021291368293973	0.8170046342720901	0.7350245512674701	0.7187842568008327	0.7683477949942601	0.7388794164957805	0.571188545652327	0.631885963834033	0.7339131947217712	0.744014747649649	0.7643343220929988	0.7680547386735768	0.6648559035235345	0.767745639724693	0.6398981593408147	0.8360989119529709	0.8302673290276075	0.5996987352909988	0.8249625000106237	0.5970706530943807	0.8234369804161579	0.6164681520266835	0.7110281746206624	0.8446635435813726	0.6733857241622142	0.0	0.7744535017801214	0.7630117796154136	0.666464092934072	0.7028572366159874	0.7622394188554217	0.8328136366555213	0.7628999985511181	0.6987982482999879	0.7428765014203632	0.7252727955257836	0.6293119984007531	0.7673385161473055	0.7255764002091006	0.8479668455754351	0.750552222205122
WA15	0.9336980424508656	0.9420786837934586	0.9421731734988337	0.9390872400840409	0.8390222574905333	0.7303187913571597	0.7790046720203994	0.7559505311975664	0.6606025672727125	0.7301176233004103	0.7353846231104743	0.6668377666545695	0.7462299037574319	0.7050983615467883	0.7267789973536749	0.7773108234785032	0.7680883608311659	0.7634425903524242	0.7761195793750748	0.8592807340187577	0.7190601188347573	0.8430110275897241	0.6330997382723961	0.8527593674343393	0.7348018350050879	0.771575868641581	0.8641425030924805	0.7273251887153545	0.7744535017801214	0.0	0.8203076868935828	0.7061107496456817	0.6268575963850732	0.7629134244096659	0.8587348699094066	0.8147567155981776	0.6091853078432657	0.7863954790348404	0.7941699971764395	0.7278543202815349	0.8012145831879102	0.5941438347072409	0.8786821889197974	0.8162270248827247
WA17	0.8287228043042115	0.907123229152899	0.9174547821009293	0.9018200922914118	0.7377060061954834	0.803174717131858	0.7908457947510228	0.8237628993043024	0.7768188707866868	0.7050424606991915	0.7225773105936546	0.7576999630404133	0.8152479293885984	0.7660956713057523	0.8283065402787991	0.7462064880812488	0.6818620135385203	0.7738165895137001	0.7484179889652346	0.7693972983688531	0.7399013015528044	0.7012111005946534	0.7452114200465885	0.7567994222802944	0.6537231435619815	0.5619776098125109	0.7509253489313178	0.7556413781108123	0.7630117796154136	0.8203076868935828	0.0	0.6595058795204565	0.8072002905491577	0.7520822859643138	0.7838930626476237	0.6007280911707371	0.6657978512944418	0.6464897702074032	0.7003756303928531	0.6458351980406002	0.4746091066184701	0.7333365602984222	0.7499811843631058	0.6933449658350189
WA18	0.8930330580810856	0.9152897904642531	0.9239573562925776	0.9031546423476425	0.7786765920060187	0.6202868146209638	0.6758682283157049	0.7227174038344651	0.7070048691959334	0.5206368652684309	0.5494150816592883	0.5688393392832636	0.6895764318814221	0.7081411369820351	0.6631598620423564	0.6079165598226368	0.5936204694543035	0.6063162646837905	0.7942967691390335	0.8069192308594748	0.5383070448621299	0.7725223727429454	0.45133626627984824	0.8046637508887384	0.500297771354189	0.6861870203636099	0.7896571290424945	0.5677747563911041	0.666464092934072	0.7061107496456817	0.6595058795204565	0.0	0.5947316694969309	0.6955492475608096	0.8184204105775488	0.6503824583685331	0.5875915891923527	0.6741717504987342	0.6042835376836805	0.4729295568523846	0.5998054991535758	0.5339226755815106	0.7631694352769715	0.6809293132222259
WA19	0.9348571269215983	0.9422948524522995	0.9395988126258671	0.9289863659582414	0.8314832981475638	0.6775101320283688	0.6771875372505831	0.6924320396279345	0.5039416116477732	0.5861607333043584	0.5325408514812063	0.6453744094231214	0.5784130077046955	0.6701798691919012	0.6810913866136112	0.6558879469378058	0.7004785774164498	0.6680768586273281	0.8326833187201613	0.7275740186170048	0.5517504687929161	0.8265125372781382	0.47690383715446893	0.8292002093173106	0.6266480117530493	0.7500006227260279	0.7926199631506553	0.6326058149778667	0.7028572366159874	0.6268575963850732	0.8072002905491577	0.5947316694969309	0.0	0.6404608993701726	0.731216692181372	0.7629322974534776	0.5288194759294697	0.7225503490968793	0.6523088508547665	0.6130678740406613	0.7433405766908799	0.5505790831523266	0.7996280707420095	0.6786704344073533
WA2	0.9233774075457407	0.934024608386334	0.9249442934866362	0.9294862559410035	0.6623336637010234	0.7874318590976846	0.8038637127372406	0.8316397903756532	0.6211248779644756	0.664269629111029	0.5783168376318911	0.728976312127289	0.7333333665400217	0.7093201680919909	0.8427460883878131	0.7469939783819421	0.8285168050587949	0.49336835944760127	0.6910014386430415	0.49947816591107713	0.5959456581982169	0.6229767484963785	0.6285281395239938	0.6596600664778564	0.6302877389521347	0.6778449649812363	0.6661809759793047	0.7565794417951063	0.7622394188554217	0.7629134244096659	0.7520822859643138	0.6955492475608096	0.6404608993701726	0.0	0.4896024477967238	0.778408787342939	0.6167737257736567	0.7106808523236292	0.6797901232202197	0.5968251877652772	0.7285599324234827	0.6986635889852527	0.6892243695663975	0.6629245127652436
